DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F2LOG|F1|F2|F3|Segment|CentroidID|F1LOG
1048608|6640143|18.92|1|3.4059|20160821|234|2.9402195636237325|0.6401098901098902|0.0|0.34372802192627994|AVERAGE CUSTOMERS|300|0.0
1048608|6885498|114.22|4|24.6977|20160718|200|4.738126413236717|0.5467032967032968|0.26638981163542713|0.5018708125784832|AVERAGE CUSTOMERS|300|1.3862943611198906
1048608|5326973|24.99|1|5.2412|20160201|32|3.218475744846861|0.08516483516483517|0.0|0.36820326602712034|LOWER RANGE CUSTOMERS|400|0.0
1048608|7530629|25.14|1|9.7867|20160627|179|3.2244602031621015|0.48901098901098905|0.0|0.3687296553329498|AVERAGE CUSTOMERS|300|0.0
1048608|6176420|359.2|3|125.6293|20161227|362|5.883879336428045|0.9917582417582419|0.2111089310081622|0.6026505413560888|GOOD CUSTOMERS|200|1.0986122886681098
1048608|8177878|32.58|1|1.3651|20160725|207|3.4836986031738992|0.565934065934066|0.0|0.3915321069899435|AVERAGE CUSTOMERS|300|0.0
1048608|5071997|74.79|1|20.9423|20160723|205|4.314684186203576|0.5604395604395604|0.0|0.46462509238034305|AVERAGE CUSTOMERS|300|0.0
1048608|7486676|164.93|3|46.3094|20161107|312|5.105521141460061|0.8543956043956045|0.2111089310081622|0.5341866289427482|GOOD CUSTOMERS|200|1.0986122886681098
1048608|4504347|259.44|5|62.3515|20160829|242|5.5585254619990625|0.6620879120879122|0.3092689939140253|0.5740326128673123|GOOD CUSTOMERS|200|1.6094379124341003
1048608|6493007|180.42|3|57.7143|20161214|349|5.195287466228493|0.9560439560439561|0.2111089310081622|0.542082420156029|GOOD CUSTOMERS|200|1.0986122886681098
1048608|7444180|19.99|1|11.1046|20160221|52|2.995232148512309|0.14010989010989014|0.0|0.34856689536243346|LOWER RANGE CUSTOMERS|400|0.0
1048608|8248592|28.39|1|6.3533|20160521|142|3.34603697048488|0.38736263736263743|0.0|0.3794234736845716|LOWER RANGE CUSTOMERS|400|0.0
1048608|4822729|48.98|1|22.1083|20160825|238|3.891412051524022|0.6510989010989011|0.0|0.4273943334019517|AVERAGE CUSTOMERS|300|0.0
1048608|6230340|59.98|2|10.5834|20160912|256|4.094011173320863|0.7005494505494506|0.13319490581771357|0.4452148286692871|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|7442580|69.38|3|21.1683|20160410|101|4.239598641541604|0.27472527472527475|0.2111089310081622|0.458020613637164|LOWER RANGE CUSTOMERS|400|1.0986122886681098
1048608|4677929|18.72|1|4.0228|20160629|181|2.929592471049446|0.4945054945054946|0.0|0.34279326934075044|AVERAGE CUSTOMERS|300|0.0
1048608|7028323|225.42|3|41.7079|20161204|339|5.417965328813932|0.9285714285714286|0.2111089310081622|0.5616690292249635|GOOD CUSTOMERS|200|1.0986122886681098
1048608|3476031|274.31|3|79.988|20161104|309|5.614258853713599|0.8461538461538463|0.2111089310081622|0.5789348880325392|GOOD CUSTOMERS|200|1.0986122886681098
1048608|8149863|351.48|11|85.056|20161230|365|5.862152810627642|1.0|0.4607786686272152|0.6007394893891904|MOST VALUED CUSTOMERS|100|2.3978952727983707
1048608|4419776|1203.81|13|278.8026|20161224|359|7.0932468061069125|0.9835164835164836|0.4928797197419293|0.7090257668691229|MOST VALUED CUSTOMERS|100|2.5649493574615367
1048608|6109762|391.35|9|97.1262|20161109|314|5.969602300250847|0.8598901098901099|0.4222178620163244|0.6101906810050555|GOOD CUSTOMERS|200|2.1972245773362196
1048608|7724497|8.0|1|1.588|20160804|217|2.0794415416798357|0.5934065934065934|0.0|0.2680145117677345|AVERAGE CUSTOMERS|300|0.0
